,Subject,Counts,Rewarded,Treatment,k
432,YelPur7906M,"(13, 27)",False,CTRL,7
433,YelPur7906M,"(1, 15)",True,CTRL,7
434,WhiWhi2526M,"(109, 121)",False,CTRL,7
435,WhiWhi2526M,"(0, 11)",True,CTRL,7
436,RedGra7912M,"(142, 156)",False,CTRL,7
437,RedGra7912M,"(4, 18)",True,CTRL,7
438,BluYel2571F,"(107, 120)",False,CTRL,8
439,BluYel2571F,"(4, 18)",True,CTRL,8
440,YelPur7906M,"(16, 30)",False,CTRL,8
441,YelPur7906M,"(0, 14)",True,CTRL,8
442,WhiWhi2526M,"(41, 51)",False,CTRL,8
443,WhiWhi2526M,"(0, 10)",True,CTRL,8
444,RedGra7912M,"(64, 77)",False,CTRL,8
445,RedGra7912M,"(3, 17)",True,CTRL,8
446,BluYel2571F,"(64, 77)",False,CTRL,9
447,BluYel2571F,"(2, 16)",True,CTRL,9
448,YelPur7906M,"(12, 26)",False,CTRL,9
449,YelPur7906M,"(2, 16)",True,CTRL,9
450,WhiWhi2526M,"(55, 63)",False,CTRL,9
451,WhiWhi2526M,"(0, 8)",True,CTRL,9
452,RedGra7912M,"(126, 139)",False,CTRL,9
453,RedGra7912M,"(2, 16)",True,CTRL,9
454,BluYel2571F,"(35, 47)",False,CTRL,10
455,BluYel2571F,"(3, 17)",True,CTRL,10
456,YelPur7906M,"(9, 23)",False,CTRL,10
457,YelPur7906M,"(4, 18)",True,CTRL,10
458,WhiWhi2526M,"(41, 48)",False,CTRL,10
459,WhiWhi2526M,"(0, 8)",True,CTRL,10
460,RedGra7912M,"(150, 163)",False,CTRL,10
461,RedGra7912M,"(0, 14)",True,CTRL,10
